filename,label,triggers
KR.ARLS.00.HHZ_2024-01-25T22_37_01.685_2024-01-25T22_41_01.685.mseed,1,"[[12289, 13621], [17535, 18292]]"
KR.ARLS.00.HHZ_2024-01-26T12_04_30.992_2024-01-26T12_08_30.992.mseed,1,"[[5252, 5536], [6883, 7026], [12842, 14069], [17518, 18213], [18396, 18491]]"
KR.ARLS.00.HHZ_2024-01-24T15_03_09.209_2024-01-24T15_07_09.209.mseed,1,"[[12371, 12520], [12717, 13452], [17208, 18181]]"
KR.ARLS.00.HHZ_2024-01-23T23_48_57.085_2024-01-23T23_52_57.085.mseed,1,"[[6658, 7241], [11033, 11144], [12240, 12970], [13099, 13794], [17167, 17929]]"
KR.ARLS.00.HHZ_2024-02-07T08_54_20.576_2024-02-07T08_58_20.576.mseed,1,"[[10022, 10195], [12178, 13867], [17462, 18132]]"
KR.ARLS.00.HHZ_2024-01-23T00_05_40.970_2024-01-23T00_09_40.970.mseed,1,"[[2772, 3339], [7432, 8017], [12393, 13489], [17220, 17593]]"
KR.ARLS.00.HHZ_2024-01-24T03_55_18.839_2024-01-24T03_59_18.839.mseed,1,"[[7578, 8282], [12120, 13336], [17393, 17675]]"
KR.ARLS.00.HHZ_2024-02-15T03_51_33.344_2024-02-15T03_55_33.344.mseed,1,"[[12181, 13238], [13643, 13745], [17373, 17791], [17842, 18270]]"
KR.ARLS.00.HHZ_2024-01-24T20_03_54.347_2024-01-24T20_07_54.347.mseed,1,"[[4618, 4772], [12194, 13651], [17293, 18237]]"
KR.ARLS.00.HHZ_2024-01-24T15_00_13.040_2024-01-24T15_04_13.040.mseed,1,"[[1999, 2132], [6477, 6811], [12779, 13905], [17169, 17875]]"
KR.ARLS.00.HHZ_2024-01-22T23_43_20.642_2024-01-22T23_47_20.642.mseed,1,"[[10033, 10662], [12724, 13962], [17311, 17946], [18499, 18680], [23878, 23999]]"
KR.ARLS.00.HHZ_2024-01-29T04_04_14.173_2024-01-29T04_08_14.173.mseed,1,"[[12149, 13620], [17402, 17712], [17787, 18039]]"
KR.ARLS.00.HHZ_2024-01-25T08_58_53.798_2024-01-25T09_02_53.798.mseed,1,"[[6233, 7773], [11351, 11801], [12746, 13183], [17605, 18106]]"
KR.ARLS.00.HHZ_2024-01-24T20_34_02.680_2024-01-24T20_38_02.680.mseed,1,"[[12106, 13822], [17372, 18016]]"
KR.ARLS.00.HHZ_2024-01-22T18_31_32.072_2024-01-22T18_35_32.072.mseed,1,"[[2260, 2588], [12228, 13306], [16985, 17757]]"
KR.ARLS.00.HHZ_2024-01-22T21_24_35.220_2024-01-22T21_28_35.220.mseed,1,"[[11069, 11179], [12671, 13683], [17218, 17884], [18255, 18549]]"
KR.ARLS.00.HHZ_2024-01-22T22_18_55.747_2024-01-22T22_22_55.747.mseed,1,"[[4393, 4634], [9938, 10648], [12094, 12524], [12560, 13229], [17104, 17493]]"
KR.ARLS.00.HHZ_2024-01-23T04_12_23.543_2024-01-23T04_16_23.543.mseed,1,"[[10965, 12132], [12294, 13511], [13860, 13965], [17312, 17781]]"
KR.ARLS.00.HHZ_2024-01-23T14_07_46.632_2024-01-23T14_11_46.632.mseed,1,"[[5113, 5705], [9447, 9942], [10434, 10715], [10955, 11388], [12673, 13618], [17196, 18106]]"
KR.ARLS.00.HHZ_2024-01-23T09_06_05.074_2024-01-23T09_10_05.074.mseed,1,"[[1999, 2509], [5591, 6617], [12048, 13370], [17183, 18112]]"
KR.ARLS.00.HHZ_2024-01-23T02_10_14.906_2024-01-23T02_14_14.906.mseed,1,"[[1999, 2797], [12250, 13513], [17101, 17847]]"
KR.ARLS.00.HHZ_2024-01-22T19_39_28.479_2024-01-22T19_43_28.479.mseed,1,"[[9522, 9618], [11971, 12063], [12780, 13364], [17368, 17764]]"
KR.ARLS.00.HHZ_2023-11-15T14_16_50.686_2023-11-15T14_20_50.686.mseed,1,"[[2760, 2894], [12397, 12855], [13446, 14494], [14932, 15033], [20799, 21566]]"
KR.ARLS.00.HHZ_2024-01-23T01_57_23.230_2024-01-23T02_01_23.230.mseed,1,"[[12462, 13467], [13707, 13907], [17499, 18215]]"
KR.ARLS.00.HHZ_2024-01-26T15_59_22.533_2024-01-26T16_03_22.533.mseed,1,"[[12292, 13342], [17368, 18073]]"
KR.ARLS.00.HHZ_2024-02-27T14_16_51.166_2024-02-27T14_20_51.166.mseed,1,"[[12121, 13401], [16895, 17640]]"
KR.ARLS.00.HHZ_2024-01-22T19_35_39.592_2024-01-22T19_39_39.592.mseed,1,"[[11464, 13350], [13837, 13974], [17313, 18143]]"
KR.ARLS.00.HHZ_2023-11-07T19_45_01.936_2023-11-07T19_49_01.936.mseed,1,"[[5771, 6705], [12140, 13179], [13272, 13402], [16395, 17065]]"
KR.ARLS.00.HHZ_2024-01-29T21_02_16.015_2024-01-29T21_06_16.015.mseed,1,"[[12258, 13630], [17570, 18222], [18321, 18662]]"
KR.ARLS.00.HHZ_2024-01-24T09_42_13.816_2024-01-24T09_46_13.816.mseed,1,"[[3738, 4400], [5036, 5183], [7395, 7625], [12378, 13503], [17190, 17457], [17787, 18002]]"
KR.ARLS.00.HHZ_2024-01-27T05_28_34.334_2024-01-27T05_32_34.334.mseed,1,"[[7976, 8900], [14240, 14661]]"
KR.ARLS.00.HHZ_2024-02-23T04_07_26.283_2024-02-23T04_11_26.283.mseed,1,"[[12314, 13711], [17571, 18161], [18415, 18792]]"
KR.ARLS.00.HHZ_2024-01-23T23_53_32.440_2024-01-23T23_57_32.440.mseed,1,"[[12012, 13538], [17038, 17638]]"
KR.ARLS.00.HHZ_2024-02-11T04_56_05.282_2024-02-11T05_00_05.282.mseed,1,"[[12077, 13258], [13445, 13580], [17161, 17740], [18182, 18274]]"
KR.ARLS.00.HHZ_2024-01-22T20_47_27.258_2024-01-22T20_51_27.258.mseed,1,"[[2547, 2709], [6973, 7597], [12491, 13706], [17391, 17723]]"
KR.ARLS.00.HHZ_2024-01-30T01_43_50.755_2024-01-30T01_47_50.755.mseed,1,"[[12162, 13254], [13451, 13689], [17303, 18217]]"
KR.ARLS.00.HHZ_2024-01-27T00_36_12.633_2024-01-27T00_40_12.633.mseed,1,"[[9106, 9692], [12140, 13393], [17141, 17388], [17466, 17564], [17829, 18080]]"
KR.ARLS.00.HHZ_2024-02-21T18_25_37.095_2024-02-21T18_29_37.095.mseed,1,"[[5518, 6099], [12163, 13339], [17238, 17837], [18082, 18298]]"
KR.ARLS.00.HHZ_2024-01-23T21_49_36.461_2024-01-23T21_53_36.461.mseed,1,"[[2586, 2741], [3404, 3611], [3881, 4464], [7099, 8061], [11930, 12592], [12721, 13619], [17224, 17939]]"
KR.ARLS.00.HHZ_2024-01-22T20_07_38.160_2024-01-22T20_11_38.160.mseed,1,"[[2117, 2599], [2696, 3060], [3337, 3505], [4360, 5074], [8796, 9478], [12965, 13495], [17439, 17989], [18095, 18222]]"
KR.ARLS.00.HHZ_2024-01-24T18_44_10.982_2024-01-24T18_48_10.982.mseed,1,"[[12075, 13828], [17276, 17977]]"
KR.ARLS.00.HHZ_2023-11-07T18_13_52.502_2023-11-07T18_17_52.502.mseed,1,"[[12106, 12851], [12946, 13267], [13442, 13514], [16220, 16968]]"
KR.ARLS.00.HHZ_2024-01-23T13_46_11.112_2024-01-23T13_50_11.112.mseed,1,"[[12715, 13660], [17406, 18021], [18209, 18325]]"
KR.ARLS.00.HHZ_2024-02-28T01_16_41.105_2024-02-28T01_20_41.105.mseed,1,"[[12086, 13235], [17171, 18069]]"
KR.ARLS.00.HHZ_2024-01-22T20_56_06.303_2024-01-22T21_00_06.303.mseed,1,"[[2766, 3608], [7098, 7873], [12222, 13889], [13988, 14132], [17395, 18570]]"
KR.ARLS.00.HHZ_2024-01-24T01_34_12.154_2024-01-24T01_38_12.154.mseed,1,"[[12155, 14041], [17434, 18284]]"
KR.ARLS.00.HHZ_2024-02-03T13_43_30.084_2024-02-03T13_47_30.084.mseed,1,"[[5087, 6970], [12225, 13496], [13688, 13813], [17488, 18230]]"
KR.ARLS.00.HHZ_2024-01-23T12_08_22.998_2024-01-23T12_12_22.998.mseed,1,"[[4989, 5162], [12262, 13640], [17804, 18765]]"
KR.ARLS.00.HHZ_2024-01-29T01_50_31.386_2024-01-29T01_54_31.386.mseed,1,"[[12887, 13415], [17609, 18189]]"
KR.ARLS.00.HHZ_2023-11-07T19_33_06.619_2023-11-07T19_37_06.619.mseed,1,"[[12053, 13070], [16308, 16618], [16872, 17015]]"
KR.ARLS.00.HHZ_2024-01-22T19_16_04.135_2024-01-22T19_20_04.135.mseed,1,"[[10502, 10756], [12751, 13681], [17358, 17894], [17982, 18448]]"
KR.ARLS.00.HHZ_2024-01-22T20_28_23.441_2024-01-22T20_32_23.441.mseed,1,"[[3646, 4377], [12166, 13261], [17249, 17827], [18009, 18141]]"
KR.ARLS.00.HHZ_2024-01-23T04_29_54.957_2024-01-23T04_33_54.957.mseed,1,"[[12217, 13366], [16989, 18552]]"
KR.ARLS.00.HHZ_2024-01-24T04_57_20.314_2024-01-24T05_01_20.314.mseed,1,"[[3022, 3218], [12439, 13154], [17192, 17855]]"
KR.ARLS.00.HHZ_2024-01-24T02_52_56.282_2024-01-24T02_56_56.282.mseed,1,"[[2895, 3257], [12153, 13533], [17415, 17721], [17810, 17977]]"
KR.ARLS.00.HHZ_2024-01-23T09_46_12.762_2024-01-23T09_50_12.762.mseed,1,"[[2410, 2821], [5790, 6169], [9157, 9396], [12291, 12569], [12769, 13564], [17284, 17724]]"
KR.ARLS.00.HHZ_2024-01-23T07_18_09.854_2024-01-23T07_22_09.854.mseed,1,"[[6438, 7148], [7802, 7939], [11847, 11975], [12624, 13301], [17191, 17367], [17736, 17956]]"
KR.ARLS.00.HHZ_2024-01-25T20_00_21.194_2024-01-25T20_04_21.194.mseed,1,"[[12255, 13442], [13830, 14109], [17572, 18345]]"
KR.ARLS.00.HHZ_2024-02-26T17_44_56.124_2024-02-26T17_48_56.124.mseed,1,"[[2109, 2548], [3141, 3269], [6313, 6527], [12258, 12562], [12642, 13623], [17802, 18114], [18235, 18405]]"
KR.ARLS.00.HHZ_2024-01-23T02_57_31.082_2024-01-23T03_01_31.082.mseed,1,"[[2004, 2616], [6600, 7311], [10349, 10952], [12869, 13471], [17162, 17741], [17795, 17945]]"
KR.ARLS.00.HHZ_2024-01-24T19_58_47.078_2024-01-24T20_02_47.078.mseed,1,"[[12296, 14014], [17255, 18029]]"
KR.ARLS.00.HHZ_2024-02-11T03_02_29.795_2024-02-11T03_06_29.795.mseed,1,"[[3258, 3958], [12074, 13160], [17049, 17953], [18173, 18586]]"
KR.ARLS.00.HHZ_2024-01-23T00_21_22.272_2024-01-23T00_25_22.272.mseed,1,"[[4808, 5342], [7828, 8396], [12185, 13311], [13634, 14373], [17513, 17954]]"
KR.ARLS.00.HHZ_2023-11-07T18_08_34.892_2023-11-07T18_12_34.892.mseed,1,"[[10216, 10478], [12260, 13414], [13498, 13739], [16349, 17161], [17249, 17425]]"
KR.ARLS.00.HHZ_2024-01-22T21_37_30.386_2024-01-22T21_41_30.386.mseed,1,"[[6316, 6417], [10902, 11275], [12229, 13601], [14315, 14414], [17625, 17943]]"
KR.ARLS.00.HHZ_2024-01-23T17_24_36.140_2024-01-23T17_28_36.140.mseed,1,"[[12270, 13206], [17378, 17782]]"
KR.ARLS.00.HHZ_2024-01-24T19_32_14.962_2024-01-24T19_36_14.962.mseed,1,"[[2993, 3132], [5250, 5619], [12332, 13865], [17225, 18181]]"
KR.ARLS.00.HHZ_2024-01-22T18_35_25.082_2024-01-22T18_39_25.082.mseed,1,"[[4131, 4445], [10713, 11004], [12998, 14186], [17565, 18505]]"
KR.ARLS.00.HHZ_2024-02-26T14_19_18.305_2024-02-26T14_23_18.305.mseed,1,"[[12090, 13444], [16991, 17362], [17607, 17736]]"
KR.ARLS.00.HHZ_2024-01-28T09_51_08.172_2024-01-28T09_55_08.172.mseed,1,"[[12086, 12920], [16965, 17642]]"
KR.ARLS.00.HHZ_2024-01-24T17_48_00.442_2024-01-24T17_52_00.442.mseed,1,"[[11708, 11896], [12736, 13270], [13376, 13619], [17417, 18037]]"
KR.ARLS.00.HHZ_2024-01-23T04_24_40.486_2024-01-23T04_28_40.486.mseed,1,"[[12206, 13295], [13476, 13640], [17361, 17958]]"
KR.ARLS.00.HHZ_2024-02-15T06_27_47.337_2024-02-15T06_31_47.337.mseed,1,"[[4449, 5712], [12964, 13722]]"
KR.ARLS.00.HHZ_2024-01-24T00_14_22.747_2024-01-24T00_18_22.747.mseed,1,"[[5523, 5963], [9659, 10151], [10319, 10523], [12654, 13540], [17162, 17590], [17782, 17924]]"
KR.ARLS.00.HHZ_2024-01-22T23_18_18.619_2024-01-22T23_22_18.619.mseed,1,"[[2073, 2621], [5670, 5771], [10084, 10389], [12218, 13741], [17505, 17799], [17942, 18756]]"
KR.ARLS.00.HHZ_2024-01-22T18_13_07.508_2024-01-22T18_17_07.508.mseed,1,"[[3793, 4014], [12811, 13653], [15756, 15866], [17219, 17859], [18734, 18887]]"
KR.ARLS.00.HHZ_2024-01-29T23_15_59.814_2024-01-29T23_19_59.814.mseed,1,"[[12171, 13460], [17526, 18100]]"
KR.ARLS.00.HHZ_2024-01-23T19_19_12.362_2024-01-23T19_23_12.362.mseed,1,"[[12069, 13669], [14163, 14362], [17233, 17825]]"
KR.ARLS.00.HHZ_2024-01-23T23_26_39.616_2024-01-23T23_30_39.616.mseed,1,"[[12136, 14081], [17441, 18133]]"
KR.ARLS.00.HHZ_2024-01-23T22_22_19.962_2024-01-23T22_26_19.962.mseed,1,"[[5235, 5643], [9914, 10238], [12537, 13492], [17021, 17515]]"
KR.ARLS.00.HHZ_2024-01-22T22_39_17.651_2024-01-22T22_43_17.651.mseed,1,"[[6753, 7983], [11732, 12740], [12848, 13365], [17317, 17851]]"
KR.ARLS.00.HHZ_2024-02-21T07_02_44.032_2024-02-21T07_06_44.032.mseed,1,"[[6342, 6619], [8703, 8966], [12239, 13420], [16449, 17073]]"
KR.ARLS.00.HHZ_2024-01-22T22_07_52.267_2024-01-22T22_11_52.267.mseed,1,"[[4958, 5985], [9695, 9988], [10142, 10580], [12285, 12384], [12829, 13573], [17369, 17999]]"
KR.ARLS.00.HHZ_2024-01-23T01_42_07.650_2024-01-23T01_46_07.650.mseed,1,"[[9009, 9336], [12574, 12709], [12821, 13019], [13069, 13849], [17447, 18002], [18699, 18784]]"
KR.ARLS.00.HHZ_2024-02-26T01_27_41.777_2024-02-26T01_31_41.777.mseed,1,"[[12186, 14005], [17266, 17605]]"
KR.ARLS.00.HHZ_2024-01-26T08_16_52.131_2024-01-26T08_20_52.131.mseed,1,"[[3351, 3529], [7433, 7603], [11927, 13208], [17086, 17611]]"
KR.ARLS.00.HHZ_2024-01-22T21_48_07.269_2024-01-22T21_52_07.269.mseed,1,"[[8136, 8240], [12385, 13449], [17075, 17814]]"
KR.ARLS.00.HHZ_2024-01-23T00_11_32.036_2024-01-23T00_15_32.036.mseed,1,"[[3577, 3870], [7398, 7557], [11626, 13368], [17231, 18012]]"
KR.ARLS.00.HHZ_2024-01-24T16_19_06.687_2024-01-24T16_23_06.687.mseed,1,"[[12361, 13475], [17235, 18169]]"
KR.ARLS.00.HHZ_2024-02-18T08_58_09.674_2024-02-18T09_02_09.674.mseed,1,"[[12199, 14224], [17487, 18400]]"
KR.ARLS.00.HHZ_2024-01-23T19_39_05.374_2024-01-23T19_43_05.374.mseed,1,"[[3441, 4765], [4879, 4943], [8357, 8968], [12831, 13787], [17064, 17514]]"
KR.ARLS.00.HHZ_2024-01-22T18_07_55.746_2024-01-22T18_11_55.746.mseed,1,"[[12143, 14664], [17222, 17603], [17677, 18121]]"
KR.ARLS.00.HHZ_2024-01-22T19_30_40.587_2024-01-22T19_34_40.587.mseed,1,"[[5516, 5833], [5957, 6109], [6601, 6706], [10465, 10898], [13072, 13237], [17441, 18111]]"
KR.ARLS.00.HHZ_2024-01-26T10_15_41.314_2024-01-26T10_19_41.314.mseed,1,"[[12171, 13610], [17613, 18491], [19012, 19203]]"
KR.ARLS.00.HHZ_2024-01-26T10_35_39.003_2024-01-26T10_39_39.003.mseed,1,"[[6258, 6399], [8945, 9108], [12996, 13750], [17693, 18512]]"
KR.ARLS.00.HHZ_2024-01-29T22_26_33.686_2024-01-29T22_30_33.686.mseed,1,"[[12223, 13524], [17273, 18014]]"
KR.ARLS.00.HHZ_2024-01-22T21_15_35.965_2024-01-22T21_19_35.965.mseed,1,"[[8872, 9255], [12138, 13229], [17294, 17977]]"
KR.ARLS.00.HHZ_2024-01-23T11_30_27.046_2024-01-23T11_34_27.046.mseed,1,"[[5842, 6044], [10037, 10503], [10604, 11076], [12439, 13450], [17271, 18059]]"
KR.ARLS.00.HHZ_2024-02-03T13_25_19.382_2024-02-03T13_29_19.382.mseed,1,"[[4733, 5220], [7659, 7827], [8097, 8211], [8421, 9407], [9643, 10327], [12774, 13268], [17248, 18019]]"
KR.ARLS.00.HHZ_2024-02-15T03_40_26.469_2024-02-15T03_44_26.469.mseed,1,"[[12163, 13359], [17106, 18058]]"
KR.ARLS.00.HHZ_2024-01-23T10_04_50.557_2024-01-23T10_08_50.557.mseed,1,"[[12198, 13258], [17181, 17766], [17855, 18043]]"
KR.ARLS.00.HHZ_2024-01-23T20_37_04.523_2024-01-23T20_41_04.523.mseed,1,"[[6322, 6453], [8712, 9037], [12287, 13905], [16871, 17034], [17474, 17964]]"
KR.ARLS.00.HHZ_2024-01-22T21_03_11.198_2024-01-22T21_07_11.198.mseed,1,"[[2025, 2150], [12667, 13466], [17349, 18033], [22133, 22278]]"
KR.ARLS.00.HHZ_2024-01-22T19_58_45.164_2024-01-22T20_02_45.164.mseed,1,"[[6245, 7466], [10666, 11255], [12870, 14016], [17418, 17853]]"
KR.ARLS.00.HHZ_2024-01-23T13_35_15.219_2024-01-23T13_39_15.219.mseed,1,"[[10552, 10659], [12315, 13923], [17422, 18266]]"
KR.ARLS.00.HHZ_2024-02-23T10_31_57.615_2024-02-23T10_35_57.615.mseed,1,"[[2781, 3253], [3518, 3804], [3982, 4381], [12244, 14081], [17331, 17943]]"
KR.ARLS.00.HHZ_2024-01-22T18_15_57.936_2024-01-22T18_19_57.936.mseed,1,"[[13495, 13720], [17248, 17736], [17828, 17959]]"
KR.ARLS.00.HHZ_2024-01-26T00_16_25.033_2024-01-26T00_20_25.033.mseed,1,"[[12090, 13439], [13705, 13875], [16147, 16307], [17179, 17705]]"
KR.ARLS.00.HHZ_2024-01-26T01_13_26.536_2024-01-26T01_17_26.536.mseed,1,"[[12164, 13217], [13322, 13498], [17280, 17679], [17787, 17887]]"
KR.ARLS.00.HHZ_2024-01-22T23_02_18.462_2024-01-22T23_06_18.462.mseed,1,"[[2605, 3210], [8081, 8219], [12244, 14028], [14358, 14493], [17486, 17912], [18038, 18491], [23321, 23426]]"
KR.ARLS.00.HHZ_2024-01-26T11_39_38.357_2024-01-26T11_43_38.357.mseed,1,"[[12137, 13362], [17584, 18374]]"
KR.ARLS.00.HHZ_2024-01-23T19_10_33.727_2024-01-23T19_14_33.727.mseed,1,"[[6027, 6161], [12141, 13331], [17203, 18282]]"
KR.ARLS.00.HHZ_2024-02-03T08_35_21.063_2024-02-03T08_39_21.063.mseed,1,"[[7691, 7952], [10528, 10687], [12184, 13594], [13713, 13841], [17177, 17708]]"
KR.ARLS.00.HHZ_2024-01-29T04_20_41.912_2024-01-29T04_24_41.912.mseed,1,"[[12710, 13674], [17340, 18002]]"
KR.ARLS.00.HHZ_2024-02-26T12_27_36.096_2024-02-26T12_31_36.096.mseed,1,"[[2599, 2793], [8013, 8502], [12201, 13942], [17428, 18000], [18064, 18286]]"
KR.ARLS.00.HHZ_2024-02-25T04_13_50.028_2024-02-25T04_17_50.028.mseed,1,"[[12146, 13513], [17167, 17915], [18006, 18137]]"
KR.ARLS.00.HHZ_2023-09-30T21_28_44.503_2023-09-30T21_32_44.503.mseed,1,"[[12105, 13471], [15055, 16152]]"
KR.JNKS.00.HHZ_2024-01-23T02_57_18.118_2024-01-23T03_01_18.118.mseed,1,"[[4683, 5248], [9597, 10437], [12175, 12986], [13403, 13508], [15736, 16188], [23193, 23292], [23988, 23999]]"
KR.JNKS.00.HHZ_2024-01-23T19_10_20.247_2024-01-23T19_14_20.247.mseed,1,"[[6498, 6742], [7418, 7730], [12244, 12775], [12884, 12988], [15889, 16778]]"
KR.JNKS.00.HHZ_2024-02-21T07_02_27.261_2024-02-21T07_06_27.261.mseed,1,"[[5154, 5259], [7604, 7794], [8649, 9092], [11924, 12951], [13816, 14076], [14264, 14686]]"
KR.JNKS.00.HHZ_2024-01-29T01_50_16.794_2024-01-29T01_54_16.794.mseed,1,"[[7406, 7710], [10662, 10833], [12537, 13707], [16269, 16729], [23953, 23999]]"
KR.JNKS.00.HHZ_2024-02-26T17_54_36.490_2024-02-26T17_58_36.490.mseed,1,"[[12476, 13714], [16097, 16371], [16411, 16910]]"
KR.JNKS.00.HHZ_2024-01-24T19_32_01.278_2024-01-24T19_36_01.278.mseed,1,"[[3036, 4209], [6526, 7154], [12147, 12770], [15805, 16306]]"
KR.JNKS.00.HHZ_2024-01-22T21_47_53.602_2024-01-22T21_51_53.602.mseed,1,"[[12207, 12991], [13126, 13241], [15741, 15997], [21611, 22703]]"
KR.JNKS.00.HHZ_2024-01-23T14_07_33.007_2024-01-23T14_11_33.007.mseed,1,"[[4448, 5199], [8105, 8477], [9611, 10244], [12354, 13104], [15706, 16486]]"
KR.JNKS.00.HHZ_2024-01-23T04_29_41.242_2024-01-23T04_33_41.242.mseed,1,"[[6335, 6475], [12101, 12579], [15486, 16358]]"
KR.JNKS.00.HHZ_2024-01-23T01_39_01.924_2024-01-23T01_43_01.924.mseed,1,"[[12167, 13079], [15722, 16085], [16404, 16594]]"
KR.JNKS.00.HHZ_2024-02-15T03_51_19.848_2024-02-15T03_55_19.848.mseed,1,"[[2207, 2359], [6041, 6444], [6561, 6694], [11452, 11692], [12282, 13060], [15867, 16566]]"
KR.JNKS.00.HHZ_2024-01-24T16_18_52.984_2024-01-24T16_22_52.984.mseed,1,"[[3192, 3493], [7093, 7212], [9867, 10473], [12107, 12969], [15951, 16213]]"
KR.JNKS.00.HHZ_2024-01-30T03_51_13.352_2024-01-30T03_55_13.352.mseed,1,"[[4878, 4936], [12229, 13185], [15565, 16368]]"
KR.JNKS.00.HHZ_2024-01-25T20_00_07.487_2024-01-25T20_04_07.487.mseed,1,"[[6648, 6790], [12354, 13557], [16213, 16948]]"
KR.JNKS.00.HHZ_2024-01-22T21_37_16.927_2024-01-22T21_41_16.927.mseed,1,"[[4227, 4336], [10560, 10838], [12289, 13107], [15916, 16686]]"
KR.JNKS.00.HHZ_2024-01-24T18_43_57.785_2024-01-24T18_47_57.785.mseed,1,"[[7194, 7731], [12132, 13488], [15933, 16649]]"
KR.JNKS.00.HHZ_2024-01-25T01_23_12.103_2024-01-25T01_27_12.103.mseed,1,"[[6001, 6539], [12147, 13065], [15764, 16403]]"
KR.JNKS.00.HHZ_2024-01-24T21_48_48.518_2024-01-24T21_52_48.518.mseed,1,"[[4866, 4986], [11907, 12038], [12240, 12866], [15621, 16346]]"
KR.JNKS.00.HHZ_2024-01-29T21_02_02.238_2024-01-29T21_06_02.238.mseed,1,"[[12323, 13068], [13195, 13360], [16019, 16540]]"
KR.JNKS.00.HHZ_2024-01-23T04_24_26.403_2024-01-23T04_28_26.403.mseed,1,"[[3577, 4292], [6726, 7244], [9955, 10061], [10132, 10261], [10796, 10902], [12227, 13191], [15802, 16523]]"
KR.JNKS.00.HHZ_2024-01-30T03_43_46.247_2024-01-30T03_47_46.247.mseed,1,"[[2244, 2342], [6181, 6320], [11605, 11952], [12422, 12960], [16151, 16679]]"
KR.JNKS.00.HHZ_2024-01-24T01_33_59.074_2024-01-24T01_37_59.074.mseed,1,"[[11214, 11340], [12239, 14248], [15934, 16716]]"
KR.JNKS.00.HHZ_2024-01-22T21_11_19.236_2024-01-22T21_15_19.236.mseed,1,"[[3173, 4176], [12318, 13371]]"
KR.JNKS.00.HHZ_2024-01-24T14_59_59.329_2024-01-24T15_03_59.329.mseed,1,"[[8789, 9960], [12147, 13431], [15784, 15947], [16059, 16422]]"
KR.JNKS.00.HHZ_2024-01-29T23_15_46.012_2024-01-29T23_19_46.012.mseed,1,"[[12124, 13072], [15640, 16395]]"
KR.JNKS.00.HHZ_2024-02-21T18_25_23.695_2024-02-21T18_29_23.695.mseed,1,"[[5740, 5913], [7786, 7950], [8094, 8175], [10522, 10892], [11496, 11677], [12263, 13377], [16021, 16416], [16502, 16815]]"
KR.JNKS.00.HHZ_2024-01-26T08_16_38.497_2024-01-26T08_20_38.497.mseed,1,"[[3709, 3846], [5756, 5872], [7543, 7670], [10232, 10371], [10847, 11043], [12008, 12936], [15784, 16097], [16367, 16437]]"
KR.JNKS.00.HHZ_2024-01-22T23_02_05.014_2024-01-22T23_06_05.014.mseed,1,"[[7624, 8082], [10587, 10881], [12409, 13545], [16461, 16680]]"
KR.JNKS.00.HHZ_2024-01-23T06_39_47.692_2024-01-23T06_43_47.692.mseed,1,"[[2129, 2577], [5748, 5962], [10967, 11928], [12341, 13581], [13757, 13843], [16170, 16747]]"
KR.JNKS.00.HHZ_2024-01-26T12_04_17.290_2024-01-26T12_08_17.290.mseed,1,"[[10266, 10423], [12198, 12868], [15861, 16282]]"
KR.JNKS.00.HHZ_2024-01-26T15_59_08.739_2024-01-26T16_03_08.739.mseed,1,"[[6708, 6864], [8039, 8148], [9967, 10083], [10297, 10623], [10657, 10793], [12318, 12919], [15845, 16618]]"
KR.JNKS.00.HHZ_2024-02-18T08_57_56.479_2024-02-18T09_01_56.479.mseed,1,"[[3116, 3222], [4047, 4154], [4644, 4842], [8922, 9305], [12357, 14057], [16270, 16724]]"
KR.JNKS.00.HHZ_2024-01-23T12_08_09.279_2024-01-23T12_12_09.279.mseed,1,"[[6861, 6995], [7446, 7602], [8983, 9107], [9382, 9479], [11675, 12326], [12378, 13116], [13288, 13521], [13701, 13927], [16350, 16971]]"
KR.JNKS.00.HHZ_2024-01-26T11_39_24.624_2024-01-26T11_43_24.624.mseed,1,"[[8527, 8886], [9047, 9217], [9323, 9432], [12013, 13497], [15894, 16329], [16582, 16695]]"
KR.JNKS.00.HHZ_2024-01-26T01_53_52.770_2024-01-26T01_57_52.770.mseed,1,"[[4393, 4516], [5267, 5390], [8830, 8933], [9147, 9197], [11933, 12809], [15871, 16416]]"
KR.JNKS.00.HHZ_2024-01-23T23_26_26.239_2024-01-23T23_30_26.239.mseed,1,"[[2742, 2838], [12185, 13548], [16051, 16564]]"
KR.JNKS.00.HHZ_2024-01-23T11_05_45.160_2024-01-23T11_09_45.160.mseed,1,"[[2107, 2214], [4270, 4448], [4733, 4843], [5732, 5980], [12437, 13720], [16404, 16879]]"
KR.JNKS.00.HHZ_2024-01-23T17_24_22.314_2024-01-23T17_28_22.314.mseed,1,"[[3996, 4111], [4261, 4950], [5175, 5656], [6506, 6646], [12118, 13110], [15706, 15983], [16046, 16523], [23527, 23999]]"
KR.JNKS.00.HHZ_2024-02-26T17_44_42.267_2024-02-26T17_48_42.267.mseed,1,"[[4995, 5225], [7086, 8041], [10261, 10342], [11028, 11194], [12320, 13246], [15936, 16414]]"
KR.JNKS.00.HHZ_2024-01-22T21_19_39.639_2024-01-22T21_23_39.639.mseed,1,"[[12565, 13605], [16161, 16756]]"
KR.JNKS.00.HHZ_2024-01-22T21_15_21.988_2024-01-22T21_19_21.988.mseed,1,"[[3704, 4572], [7250, 7409], [7579, 7896], [10661, 10818], [12213, 13012], [13237, 13331], [15531, 16315]]"
